reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
35,83,88,58,58,0,t,3.4824769999831915,0.1893842999706976,0,58,58,16,177.61033210001187,,177.598082099983,177.61033210001187,178.5930138999829,178.5930138999829,178.60970299999462,182.27749800001038,t,3.4824769999831915,0.1893842999706976,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
36,82,147,59,59,0,l,1.6503569000051357,0.20857550000073388,0,59,59,82,182.29359429999022,,182.28359309997177,182.29359429999022,183.2765245999908,183.2765245999908,183.2934148000204,185.14416959998198,l,1.6503569000051357,0.20857550000073388,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
69,88,29,60,60,0,t,1.1778795999707654,0.2025190000422299,0,60,60,30,185.15955460001715,,185.15163370000664,185.15955460001715,186.1436794999754,186.1436794999754,186.1603811000241,187.52672869997332,t,1.1778795999707654,0.2025190000422299,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
28,41,122,61,61,0,t,2.83009740000125,0.13838280003983527,0,61,61,50,187.54287579999072,,187.53002060001018,187.54287579999072,188.526832500007,188.526832500007,188.5435431000078,191.51090599998133,t,2.83009740000125,0.13838280003983527,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
6,36,24,62,62,0,l,1.2661745000514202,0.2099580999929458,0,62,62,77,191.5264814000111,,191.51581150002312,191.5264814000111,192.51037059997907,192.51037059997907,192.52692530001514,193.99425270000938,l,1.2661745000514202,0.2099580999929458,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
1,53,75,63,63,0,l,1.124301599978935,0.23185710003599524,0,63,63,80,194.00974090001546,,193.99966189998668,194.00974090001546,195.00974399998086,195.00974399998086,195.00974399998086,196.37708970002132,l,1.124301599978935,0.23185710003599524,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
62,75,3,64,64,0,l,0.8095017999876291,0.2583821000298485,0,64,64,75,196.39334439998493,,196.38137820002157,196.39334439998493,197.37632979999762,197.37632979999762,197.3933731999714,198.45972320000874,l,0.8095017999876291,0.2583821000298485,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
5,98,109,65,65,0,l,1.519236300024204,0.18369799997890368,0,65,65,24,198.476081300003,,198.46399969997583,198.476081300003,199.45981039997423,199.45981039997423,199.47614709998015,201.17772949999198,l,1.519236300024204,0.18369799997890368,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
24,73,77,66,66,0,l,0.5223155000130646,0.2429856999660842,0,66,66,81,201.19260190002387,,201.18578110000817,201.19260190002387,202.19289690000005,202.19289690000005,202.19289690000005,202.95982839999488,l,0.5223155000130646,0.2429856999660842,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
51,86,34,67,67,0,t,1.7670313999988139,0.16640230000484735,0,67,67,79,202.97612649999792,,202.96442079998087,202.97612649999792,203.95898960001068,203.95898960001068,203.97567209997214,205.89443350001238,t,1.7670313999988139,0.16640230000484735,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
23,27,39,68,68,0,l,1.1435495000332594,0.2585287999827415,0,68,68,43,205.90960020001512,,205.90028509998228,205.90960020001512,206.90926169999875,206.90926169999875,206.90926169999875,208.32669539999915,l,1.1435495000332594,0.2585287999827415,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
80,86,6,69,69,0,l,1.0490906999912113,0.1772528999717906,0,69,69,23,208.34284769999795,,208.3317891000188,208.34284769999795,209.32644530001562,209.32644530001562,209.34305909997784,210.5592685000156,l,1.0490906999912113,0.1772528999717906,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
43,76,83,70,70,0,l,1.1738446000381373,0.2734115999774076,0,70,70,67,210.57562540000072,,210.561702099978,210.57562540000072,211.5594839999685,211.5594839999685,211.5763945999788,213.00939550000476,l,1.1738446000381373,0.2734115999774076,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
75,100,37,71,71,0,t,1.731669900007546,0.12721150001743808,0,71,71,66,213.02566220000153,,213.0138348999899,213.02566220000153,214.0097620000015,214.0097620000015,214.02632090001134,215.87615590001224,t,1.731669900007546,0.12721150001743808,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
28,83,16,72,72,0,l,0.9155445999931544,0.20200410002144054,0,72,72,63,215.89219759998377,,215.87855790002504,215.89219759998377,216.8760098000057,216.8760098000057,216.89321439998457,218.00941950001288,l,0.9155445999931544,0.20200410002144054,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
4,99,155,73,73,0,l,0.7279175000148825,0.35545339999953285,0,73,73,94,218.0260447000037,,218.0141298000235,218.0260447000037,219.00908529997105,219.00908529997105,219.02543350000633,220.09396219998598,l,0.7279175000148825,0.35545339999953285,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
14,50,48,74,74,0,l,2.581813400029205,0.3081887000007555,0,74,74,14,220.1095771000255,,220.09939210000448,220.1095771000255,221.10928510001395,221.10928510001395,221.10928510001395,224.01040009997087,l,2.581813400029205,0.3081887000007555,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
42,46,67,75,75,0,t,2.099518099974375,0.1549964000005275,0,75,75,62,224.02593750000233,,224.01547039998695,224.02593750000233,225.0255675999797,225.0255675999797,225.0255675999797,227.29308999999193,t,2.099518099974375,0.1549964000005275,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
52,98,36,76,76,0,l,3.4689788999967277,0.21847510000225157,0,76,76,46,227.30866500001866,,227.29858459997922,227.30866500001866,228.29298829997424,228.29298829997424,228.30955020000692,231.99303319997853,l,3.4689788999967277,0.21847510000225157,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
61,64,18,77,77,0,l,2.384968900005333,0.21485069999471307,0,77,77,4,232.00886780000292,,231.99898299999768,232.00886780000292,232.9925664999755,232.9925664999755,233.00940839998657,235.595170399989,l,2.384968900005333,0.21485069999471307,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
49,91,96,78,78,0,t,1.3725181000190787,0.17243619996588677,0,78,78,91,235.60900850000326,,235.60066679999,235.60900850000326,236.6086158999824,236.6086158999824,236.6086158999824,238.15995890001068,t,1.3725181000190787,0.17243619996588677,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
97,100,27,79,79,0,t,2.573902399977669,0.18341550003970042,0,79,79,17,238.17565559997456,,238.16490059997886,238.17565559997456,239.15866900002584,239.15866900002584,239.17579349997686,241.9266060999944,t,2.573902399977669,0.18341550003970042,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
